41,54,39,2,5,0,51,22,1
42,24,34,16,5,0,5,22,1
41,53,45,14,5,0,52,66,1
28,58,21,13,5,0,51,22,1
39,44,35,16,5,0,55,22,1
38,5,37,26,5,0,43,22,1
36,58,35,24,5,0,44,22,1
36,43,39,12,5,0,49,22,1
44,59,36,16,5,0,52,22,1
54,55,34,31,5,0,54,22,1
39,58,5,26,5,0,54,59,1
35,45,43,11,5,0,56,22,1
42,42,42,2,5,0,49,22,1
26,5,33,28,5,0,51,22,1
39,42,38,4,5,0,49,47,1
26,44,3,11,5,0,51,47,1
47,54,37,14,5,0,5,22,1
36,37,33,14,5,0,57,31,1
55,42,34,3,5,0,52,22,1
34,42,3,23,5,0,53,22,1
51,55,35,16,5,0,51,47,1
36,49,3,22,5,0,52,31,1
29,43,4,15,5,0,53,22,1
52,75,37,14,5,0,46,22,1
58,6,43,12,5,0,55,22,1
36,46,43,19,5,0,48,22,1
53,68,42,19,5,0,53,22,1
46,35,33,17,5,0,55,22,1
54,55,42,22,5,0,48,22,1
39,44,28,12,5,0,46,27,1
42,52,4,17,5,0,5,26,1
37,34,32,22,5,0,56,22,1
44,51,37,15,5,0,51,22,1
49,46,34,21,5,0,55,22,1
2,34,33,1,5,0,48,31,1
48,46,38,29,5,0,53,22,1
51,63,3,35,5,0,53,27,1
53,68,34,42,5,0,54,27,1
33,28,31,24,5,0,53,22,1
37,62,34,25,5,0,51,22,1
3,5,34,26,5,0,51,22,1
49,4,34,26,5,0,5,22,1
34,4,3,23,5,0,51,22,1
43,44,3,18,5,0,51,22,1
45,57,3,17,5,0,51,22,1
42,44,33,17,5,0,54,27,1
47,59,43,13,5,0,56,3,1
4,45,42,17,5,0,54,26,1
49,41,32,21,5,0,5,32,1
5,46,42,32,5,0,56,55,1
32,36,34,19,5,0,55,26,1
4,51,42,13,5,0,45,25,1
65,61,39,3,5,0,57,28,1
47,43,35,32,5,0,54,22,1
36,35,47,22,5,0,44,31,1
37,55,29,32,5,0,51,22,1
42,51,39,22,5,0,49,26,1
46,14,36,21,5,0,5,25,1
39,37,33,23,5,0,53,26,1
39,37,33,23,5,0,52,26,1
51,47,41,44,5,0,5,22,1
44,41,29,21,5,0,49,22,1
48,49,45,23,5,0,51,22,1
53,51,36,13,5,0,52,22,1
41,48,38,13,5,0,51,35,1
39,81,35,28,5,0,51,45,1
38,45,37,19,5,0,52,3,1
31,3,34,19,5,0,55,3,1
47,61,5,23,5,0,49,22,1
49,6,3,34,5,0,5,43,1
27,56,3,14,5,0,52,39,1
44,43,34,21,5,0,55,4,1
39,49,3,19,5,0,52,31,1
27,49,36,26,5,0,49,26,1
66,55,34,2,5,0,62,22,1
58,53,33,26,5,0,51,22,1
45,66,39,11,5,0,54,22,1
57,5,4,8,5,0,47,22,1
51,51,32,27,5,0,54,22,1
55,72,35,26,5,0,49,22,1
65,66,37,12,5,0,52,27,1
42,28,33,23,5,0,39,26,1
46,48,38,22,5,0,39,45,1
52,65,36,37,5,0,52,34,1
4,43,36,33,5,0,51,22,1
27,41,24,2,5,0,49,22,1
25,35,22,18,5,0,46,22,1
37,4,38,18,5,0,51,22,1
45,57,38,28,5,0,53,31,1
55,46,47,15,5,0,47,22,1
25,42,21,14,5,0,41,22,1
4,65,38,17,5,0,57,22,1
49,55,41,19,5,0,48,31,1
46,61,38,35,5,0,49,22,1
43,28,41,32,5,0,52,22,1
31,4,31,17,5,0,52,22,1
55,39,39,47,5,0,5,83,1
59,48,41,53,5,0,48,56,1
43,48,36,26,5,0,52,22,1
5,47,45,14,5,0,53,32,1
49,53,36,15,5,0,52,27,1
39,63,41,27,5,0,49,22,1
49,49,4,2,5,0,48,26,1
33,49,46,22,5,0,53,33,1
26,3,37,15,5,0,53,25,1
45,5,43,16,5,0,52,28,1
22,53,36,22,5,0,54,31,1
43,41,37,18,5,0,54,31,1
46,59,38,12,5,0,5,22,1
47,61,32,27,5,0,5,3,1
3,68,41,17,5,0,51,22,1
55,35,36,29,5,0,51,22,1
35,32,31,16,5,0,56,22,1
67,61,39,24,5,0,51,22,1
39,56,34,18,5,0,49,22,1
51,38,42,21,5,0,46,34,1
32,45,39,14,5,0,45,22,1
28,48,36,16,5,0,53,22,1
52,65,36,26,5,0,44,22,1
38,56,38,16,5,0,53,22,1
63,65,42,18,5,0,54,27,1
39,33,33,23,5,0,47,22,1
5,63,45,13,5,0,45,32,1
2,6,5,29,5,0,51,22,1
29,26,43,17,5,0,55,3,1
49,56,37,2,5,0,53,22,1
49,55,35,23,5,0,57,22,1
6,68,3,27,5,0,55,22,1
52,46,34,2,5,0,51,25,1
3,37,4,45,5,0,48,41,1
63,61,41,22,5,0,51,22,1
58,53,38,18,5,0,52,22,1
35,56,36,3,5,0,53,25,1
49,31,34,13,5,0,52,22,1
43,45,37,12,5,0,48,22,1
45,57,3,17,5,0,51,22,1
35,53,35,33,5,0,5,32,1
48,43,45,17,5,0,48,37,1
46,4,38,18,5,0,49,22,1
47,6,35,21,5,0,52,22,1
37,51,39,18,5,0,51,27,1
36,33,38,15,5,0,55,36,1
39,46,33,18,5,0,53,22,1
54,44,35,19,5,0,51,27,1
52,55,39,9,10,0,55,25,1
38,42,31,35,5,0,52,22,1
41,42,23,16,5,0,4,22,1
49,31,43,24,5,0,54,22,1
46,41,43,18,5,0,54,22,1
32,36,28,38,5,0,5,4,1
36,5,39,23,5,0,5,22,1
31,51,38,18,5,0,46,31,1
42,51,33,16,5,0,54,22,1
47,41,46,18,5,0,53,22,1
54,44,38,22,5,0,54,3,1
43,6,4,12,5,0,49,29,1
65,62,26,33,5,0,55,22,1
42,71,45,15,5,0,48,22,1
38,37,36,14,5,0,54,22,1
61,76,3,16,5,0,45,41,1
38,67,33,17,5,0,51,22,1
51,46,41,36,5,0,49,22,1
32,29,29,8,5,0,52,22,1
45.,57.,3.,17.,5.,0.,51.,22.,1
39.,37.,33.,23.,5.,0.,52.32153732346939,26.,1
46.85793303833221,41.,45.57379911499664,18.,5.,0.,53.14206696166779,22.,1
38.16562666110708,61.609377768511806,39.33125332221417,26.165626661107083,5.,0.,47.609377768511806,22.,1
46.04885444970708,43.04885444970708,31.04885444970708,21.,5.,0.,51.45862533964849,22.,1
65.68424360516306,61.,39.65787819741847,23.34212180258153,5.,0.,51.,22.,1
43.916070309575346,58.949642185745205,35.966428123830134,16.033571876169862,5.,0.,51.949642185745205,22.,1
52.791274007849125,53.38836534379883,33.19418267189942,29.38836534379883,5.,0.,54.,22.,1
52.80872358453204,66.88702169724142,35.730425471822656,26.,5.,0.,45.34787264088673,22.,1
39.,44.55183198274783,34.44816801725217,16.551831982747824,5.,0.,54.44816801725217,22.,1
36.74761656170644,49.,3.,21.252383438293563,5.,0.,52.,31.,1
46.708976291148446,55.45511854425777,37.291023708851554,13.417952582296891,5.,0.,5.,22.,1
39.87466768528472,47.45777947547454,33.,17.416888209810185,5.,0.,53.29155589509491,22.,1
43.3627394862325,47.17643691739499,37.,13.088218458697492,5.,0.,49.08821845869749,22.,1
54.003118472893426,51.40124738915737,36.40124738915737,14.003118472893428,5.,0.,52.,22.,1
38.14402676164137,56.,37.42389295343453,16.288053523282734,5.,0.,52.42389295343453,22.,1
47.07826073784266,43.234782213527986,35.234782213527986,31.76521778647201,5.,0.,53.92173926215734,22.,1
36.16608996304599,58.66435985218397,34.83391003695401,24.16608996304599,5.,0.,45.16262974132194,22.,1
43.40531527672926,51.,35.810630553458516,15.297342361635371,5.,0.,51.89202708490611,22.,1
35.05486215722284,44.89027568555431,42.780551371108615,11.054862157222846,5.,0.,55.61596489944008,22.,1
35.874357778375625,45.9685894445939,42.874357778375625,18.84294722296953,5.,0.,47.90576833378172,22.,1
53.45885527122686,44.05485963836419,34.,2.486285090408952,5.,0.,51.486285090408956,23.541144728773144,1
47.373026433768,52.3492105735072,36.3253947132464,15.,5.,0.,51.6746052867536,25.373026433767993,1
46.405082011459,4.810164022918006,36.78475396562299,19.21524603437701,5.,0.,50.21524603437701,22.,1
44.03742505339722,47.58502997864111,36.41497002135889,26.62245503203833,5.,0.,52.20748501067944,22.,1
62.54867101522181,60.699114010147866,41.050147664975356,22.,5.,0.,50.84955700507393,22.,1
63.,62.3124017381621,41.328100434540524,20.6875982618379,5.,0.,51.98430130362158,23.640502172702625,1
44.825038987820584,64.77527291474408,38.475116963461744,11.874805060897092,5.,0.,53.65007797564116,22.,1
60.657292047588314,57.251667276141305,39.59437522855299,20.125833638070652,5.,0.,51.46854159048234,22.,1
39.,35.741373810536544,33.,23.,5.,0.,50.42671726317069,24.741373810536547,1
63.668112048502444,65.33405602425123,40.329719878743894,15.995663854492676,5.,0.,53.331887951497556,27.,1
35.18055379507184,48.8166645540862,39.,16.54444303605747,5.,0.,48.8166645540862,25.180553795071837,1
40.58313915022168,57.29156957511084,37.13895361659277,16.,5.,0.,52.569476808296386,22.,1
53.54480656276705,47.78246911088506,34.59415637029502,2.118831274059004,5.,0.,51.71298764435402,25.35649382217701,1
50.12356616187209,55.625477946042636,37.74904410791473,4.621654377701546,6.8726102697868185,0.,53.74904410791473,23.12356616187209,1
46.00891394123152,59.01782788246303,4.008913941231516,20.026741823694547,5.,0.,49.99108605876848,22.,1
46.12259668680572,59.245193373611436,4.122596686805719,20.367790060417157,5.,0.,49.87740331319428,22.,1
44.06452098939317,41.09217284199025,29.027651852597074,21.05530370519415,5.,0.,49.046086420995124,22.,1
41.037966898265935,44.,33.64135540115604,16.67932229942198,5.,0.,54.320677700578024,25.396611497109895,1
