0,1,2,3,4,5,6,7,0
48,55,48,1,5,0,55,22,0
59,58,39,52,5,0,5,31,0
23,3,58,22,5,0,48,27,0
6,51,6,38,5,83,52,24,0
47,39,59,15,5,0,57,22,0
49,37,59,17,5,0,51,22,0
58,37,58,16,5,0,51,22,0
45,39,46,29,5,0,42,22,0
77,73,51,27,5,0,34,22,0
62,43,49,29,5,0,5,27,0
43,46,5,21,5,0,49,34,0
81,55,35,34,5,0,51,22,0
44,65,49,16,5,0,48,31,0
94,6,33,49,5,0,54,22,0
59,57,43,26,5,0,51,22,0
72,61,45,3,5,0,54,25,0
5,46,52,16,5,0,52,26,0
45,5,57,29,5,0,44,11,0
41,52,53,41,5,0,39,33,0
44,71,5,21,5,0,54,27,0
5,47,56,31,5,0,56,26,0
38,44,57,14,5,0,53,52,0
44,56,52,18,5,0,5,11,0
58,48,51,47,5,0,55,22,0
37,22,64,35,5,0,47,22,0
47,52,54,25,5,0,54,29,0
36,46,62,46,5,0,51,33,0
58,51,49,27,5,0,57,29,0
47,43,61,4,5,0,48,47,0
38,47,53,12,5,0,48,22,0
62,42,47,16,5,0,52,22,0
41,52,51,22,5,0,52,44,0
61,48,56,19,5,0,53,31,0
41,41,51,19,5,0,57,22,0
89,82,6,49,5,0,55,22,0
74,74,51,27,5,0,5,22,0
18,48,46,12,5,0,0,25,0
41,47,58,62,5,0,5,22,0
37,43,62,27,5,0,48,22,0
3,55,58,16,5,0,61,28,0
39,58,5,1,5,0,51,25,0
55,59,52,1,5,0,53,22,0
41,59,46,19,5,0,36,22,0
45,41,5,46,5,5,5,27,0
56,52,55,19,5,0,54,22,0
51,53,55,14,5,0,51,22,0
26,28,6,2,5,0,54,31,0
51,34,43,18,5,0,48,25,0
37,32,47,18,5,0,45,25,0
66,55,54,18,5,0,43,22,0
25,39,5,23,5,0,5,28,0
58,38,4,21,5,0,5,22,0
63,64,45,26,5,0,43,22,0
47,46,55,28,5,0,44,46,0
56,5,61,49,5,0,46,28,0
81,85,47,37,5,0,56,22,0
39,39,65,16,5,0,45,22,0
3,32,57,19,5,0,48,55,0
55,54,56,22,5,0,5,37,0
7,69,43,33,5,0,58,22,0
55,38,64,42,5,0,47,22,0
42,43,67,7,5,0,42,25,0
43,45,53,19,5,0,56,22,0
38,51,75,17,5,0,55,22,0
51,48,46,29,5,0,54,22,0
58,41,51,26,5,0,51,37,0
69,48,38,15,5,0,55,22,0
38,4,59,25,5,0,44,22,0
24,41,47,16,5,0,51,38,0
46,5,5,28,5,0,5,37,0
39,42,49,1,5,0,49,65,0
42,38,52,29,5,0,42,22,0
85,56,33,38,10,0,55,25,0
49,48,51,21,5,0,53,22,0
42,31,5,15,5,0,53,22,0
46,35,69,18,5,0,3,25,0
89,52,41,26,5,0,52,31,0
42,53,53,64,5,0,47,22,0
36,51,51,17,5,0,52,22,0
8,82,57,26,5,0,57,27,0
73,55,41,16,5,0,46,22,0
4,45,56,2,5,0,45,22,0
57,58,58,35,5,0,49,22,0
56,59,54,18,5,0,48,46,0
39,71,38,14,5,0,5,22,0
61,48,56,19,5,0,53,31,0
4,52,53,52,5,0,51,22,0
37,58,5,22,5,0,47,22,0
48,45,55,5,5,0,53,22,0
34,25,55,28,5,0,51,49,0
48,41,52,33,5,0,51,26,0
47,49,6,15,5,0,38,22,0
53,54,43,1,5,0,57,32,0
42,37,54,17,5,0,51,22,0
43,35,52,52,5,0,54,22,0
49,45,46,18,5,0,49,31,0
49,48,52,24,5,0,5,22,0
33,37,54,28,5,0,53,27,0
55,59,53,15,5,0,49,22,0
54,47,58,4,5,0,46,27,0
43,39,51,28,5,0,4,22,0
27,36,6,33,5,0,37,31,0
43,44,64,19,5,0,38,33,0
33,44,49,8,5,0,48,49,0
77,72,48,26,5,0,51,22,0
56,5,56,26,5,0,53,27,0
44,34,55,18,5,0,52,22,0
42,65,58,34,5,0,5,22,0
45,46,61,2,5,0,62,22,0
43,47,47,18,5,0,47,22,0
36,37,63,25,5,0,3,22,0
63,43,48,11,5,0,51,22,0
41,24,54,26,5,0,41,22,0
32,47,55,12,5,0,52,22,0
83,53,52,2,5,0,48,25,0
42,5,64,13,5,0,49,22,0
44,44,67,35,5,0,48,26,0
5,51,52,9,5,0,48,25,0
88,75,41,36,5,0,43,22,0
51,46,49,21,5,0,55,22,0
45,27,5,33,5,0,53,26,0
48,44,51,24,5,0,49,22,0
74,75,58,47,5,0,4,35,0
28,51,55,19,5,0,57,22,0
37,29,45,15,5,0,49,22,0
75,6,43,35,5,0,45,27,0
45,45,5,6,5,0,49,22,0
52,46,51,18,5,0,5,22,0
59,55,57,18,5,0,51,22,0
79,74,49,33,5,0,48,22,0
47,59,56,9,5,0,5,22,0
47,58,47,52,5,0,54,22,0
51,59,55,21,5,0,52,22,0
71,51,49,23,5,0,3,32,0
5,45,51,19,5,0,53,25,0
58,53,5,53,5,0,47,31,0
77,74,37,29,5,0,45,22,0
39,39,55,52,5,0,37,16,0
44,53,52,37,5,0,5,22,0
49,47,52,16,5,0,53,28,0
69,62,49,0,10,0,47,22,0
48,41,54,39,5,0,51,22,0
38,42,47,12,5,0,47,53,0
29,39,46,36,5,0,51,22,0
36,39,55,26,5,0,49,22,0
68,39,5,15,5,0,48,37,0
38,42,5,19,5,0,44,22,0
33,21,53,15,10,0,52,5,0
46,48,44,21,5,0,55,22,0
6,64,56,36,5,0,46,27,0
42,25,6,14,5,0,45,22,0
64,62,29,28,5,0,51,22,0
21,41,55,11,5,0,5,27,0
56,61,52,19,5,0,52,32,0
34,35,61,19,5,0,52,25,0
35,6,47,13,5,0,52,43,0
59,56,5,48,5,0,46,22,0
53,59,48,14,5,0,51,22,0
59,65,52,3,5,0,46,31,0
87,83,57,36,5,0,36,22,0
64,76,51,18,5,0,46,22,0
38,37,56,21,5,0,49,22,0
47,41,53,27,5,0,47,25,0
41,54,39,2,5,0,51,22,1
42,24,34,16,5,0,5,22,1
41,53,45,14,5,0,52,66,1
28,58,21,13,5,0,51,22,1
39,44,35,16,5,0,55,22,1
38,5,37,26,5,0,43,22,1
36,58,35,24,5,0,44,22,1
36,43,39,12,5,0,49,22,1
44,59,36,16,5,0,52,22,1
54,55,34,31,5,0,54,22,1
39,58,5,26,5,0,54,59,1
35,45,43,11,5,0,56,22,1
42,42,42,2,5,0,49,22,1
26,5,33,28,5,0,51,22,1
39,42,38,4,5,0,49,47,1
26,44,3,11,5,0,51,47,1
47,54,37,14,5,0,5,22,1
36,37,33,14,5,0,57,31,1
55,42,34,3,5,0,52,22,1
34,42,3,23,5,0,53,22,1
51,55,35,16,5,0,51,47,1
